ID,cnt,time_a,time_b1,time_b2,time_b3,time_b4,time_start,time_solving,time_total,time_answer,time_irrelevent,time_explore_relevent,time_ticket_explore,time_explore_total
ESP000038811010,ESP,0,13.2,0,0,0,16,13.2,29.2,13.2,0,0,0,0
ESP000036210271,ESP,0,0,0,0,0,22.4,31,53.4,0,31,0,0,31
ESP000036210289,ESP,0,0,0,0,0,20,54.8,74.8,0,54.8,0,0,54.8
ESP000036210290,ESP,5.5,12.5,0,31.4,0,34.2,52.7,86.9,49.4,3.3,36.9,0,40.2
ESP000025107151,ESP,0,0,0,0,0,12.1,16.4,28.5,0,16.4,0,0,16.4
ESP000025107146,ESP,35.8,0,29.4,0,0,129.8,66.8,196.6,65.2,1.6,35.8,3,96.2
ESP000025107156,ESP,0,0,0,0,0,32.3,23.1,55.4,0,23.1,0,0,23.1
ESP000046613174,ESP,0,0,0,0,0,7.5,26,33.5,0,26,0,0,26
ESP000046613153,ESP,0,0,0,0,0,7.7,5.6,13.3,0,5.6,0,0,5.6
ESP000046613165,ESP,32.2,6.1,0,15,0,7,65.4,72.4,53.3,12.1,47.2,0,59.3
ESP000077021507,ESP,0,0,0,0,0,9.1,28.8,37.9,0,28.8,0,0,28.8
ESP000077021508,ESP,0,0,0,0,0,12.7,9.1,21.8,0,9.1,0,0,9.1
ESP000077021523,ESP,8.1,9.9,0,24.5,0,21.7,47.5,69.2,42.5,5,32.6,0,37.6
ESP000077021512,ESP,11,6.1,0,0,0,31.3,33.5,64.8,17.1,16.4,11,0,27.4
ESP000038510926,ESP,30.1,16.5,0,0,0,15.1,48.9,64,46.6,2.3,30.1,0,32.4
ESP000038510933,ESP,0,16,0,0,0,15.4,50.2,65.6,16,34.2,0,0,34.2
ESP000038510944,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP000040011361,ESP,0,0,0,0,0,25.6,40.3,65.9,0,40.3,0,0,40.3
ESP000040011356,ESP,0,0,0,0,0,6.1,44.3,50.4,0,44.3,0,0,44.3
ESP000059116746,ESP,22.3,9.1,0,11.3,0,8.3,47,55.3,42.7,4.3,33.6,0,37.9
ESP000059116735,ESP,0,0,0,0,0,18,11,29,0,11,0,0,11
ESP000065818454,ESP,0,19.9,0,0,0,34.9,39.4,74.3,19.9,19.5,0,0,19.5
ESP000065818452,ESP,0,0,0,0,0,26.9,48.7,75.6,0,48.7,0,0,48.7
ESP000065818463,ESP,0,8,0,17.6,0,22.7,41.7,64.4,25.6,16.1,17.6,0,33.7
ESP000025807335,ESP,0,0,0,0,0,32.8,16.1,48.9,0,16.1,0,0,16.1
ESP000025807324,ESP,0,0,0,0,0,18.7,40.4,59.1,0,40.4,0,0,40.4
ESP000025807320,ESP,0,43.2,0,0,0,17.6,43.2,60.8,43.2,0,0,0,0
ESP000052714896,ESP,0,0,0,0,0,10.3,6.7,17,0,6.7,0,0,6.7
ESP000052714880,ESP,22.6,11.4,0,0,0,13.6,35.3,48.9,34,1.3,22.6,0,23.9
ESP000069119273,ESP,0,11.5,0,0,0,20.7,11.5,32.2,11.5,0,0,0,0
ESP000063117781,ESP,0,0,0,0,0,29.8,26.4,56.2,0,26.4,0,0,26.4
ESP000063117759,ESP,0,0,0,0,0,25.9,19.7,45.6,0,19.7,0,0,19.7
ESP000063117753,ESP,0,0,0,0,0,11.6,34.4,46,0,34.4,0,0,34.4
ESP000063117754,ESP,0,26,0,0,0,6.7,26,32.7,26,0,0,0,0
ESP000026307506,ESP,0,31.7,0,0,0,10.5,31.7,42.2,31.7,0,0,0,0
ESP000026307488,ESP,58.1,15.8,0,0,0,16.5,75.8,92.3,73.9,1.9,58.1,0,60
ESP000026307501,ESP,0,0,0,0,0,46.2,25.7,71.9,0,25.7,0,0,25.7
ESP000086424206,ESP,10.4,5.1,0,69.1,0,42.1,141.9,184,84.6,57.3,79.5,0,136.8
ESP000086424212,ESP,15.8,0,0,0,0,15.8,63.5,79.3,15.8,47.7,15.8,0,63.5
ESP000086424210,ESP,19.8,20.8,0,43.8,0,28,88.5,116.5,84.4,4.1,63.6,0,67.7
ESP000037010531,ESP,0,17.7,0,0,0,14,17.7,31.7,17.7,0,0,0,0
ESP000037010513,ESP,11.6,11.4,0,0,0,28.3,24.4,52.7,23,1.4,11.6,0,13
ESP000020705872,ESP,0,0,0,0,0,16,6.4,22.4,0,6.4,0,0,6.4
ESP000020705873,ESP,0,8.9,0,0,0,39.8,8.9,48.7,8.9,0,0,0,0
ESP000020705858,ESP,0,0,0,0,0,13.4,33.1,46.5,0,33.1,0,0,33.1
ESP000019005351,ESP,32.7,26,0,21,0,32.7,93.8,126.5,79.7,14.1,53.7,0,67.8
ESP000019005348,ESP,18.7,7.3,0,13.9,0,25.6,87,112.6,39.9,47.1,32.6,0,79.7
ESP000066718650,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP000066718648,ESP,6.9,11,0,14,0,14.2,50.8,65,31.9,18.9,20.9,0,39.8
ESP000066718664,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP000027907864,ESP,5.7,0,0,31,0,7.6,59.7,67.3,36.7,23,36.7,0,59.7
ESP000027907872,ESP,8.2,5.6,0,6.1,0,12.7,48.4,61.1,19.9,28.5,14.3,0,42.8
ESP000027907893,ESP,0,0,0,0,0,8.3,3.2,11.5,0,3.2,0,0,3.2
ESP000014804168,ESP,0,0,0,0,0,10.6,0,10.6,0,0,0,0,0
ESP000014804192,ESP,0,0,0,0,0,11.3,16.4,27.7,0,16.4,0,0,16.4
ESP000014604126,ESP,0,0,0,0,0,24.3,7.7,32,0,7.7,0,0,7.7
ESP000014604125,ESP,24.6,4.3,0,5.4,0,19.6,43.7,63.3,34.3,9.4,30,0,39.4
ESP000000100001,ESP,0,0,20.6,0,0,19.8,20.6,40.4,20.6,0,0,6,41.2
ESP000000100011,ESP,11.7,9.2,0,16.8,0,19.8,40.7,60.5,37.7,3,28.5,0,31.5
ESP000007802170,ESP,0,14.8,0,0,0,30.4,14.8,45.2,14.8,0,0,0,0
ESP000007802176,ESP,0,28.1,0,0,0,17.1,28.1,45.2,28.1,0,0,0,0
ESP000000800195,ESP,5.7,10.8,0,37.6,0,13.2,62.5,75.7,54.1,8.4,43.3,0,51.7
ESP000000800184,ESP,6,8.4,0,48.2,0,27.4,78.5,105.9,62.6,15.9,54.2,0,70.1
ESP000000800192,ESP,14.4,0,0,0,0,11.8,52.5,64.3,14.4,38.1,14.4,0,52.5
ESP000014203999,ESP,0,10.5,0,0,0,27.2,10.5,37.7,10.5,0,0,0,0
ESP000014203994,ESP,44.2,0,0,0,0,7,55.2,62.2,44.2,11,44.2,0,55.2
ESP000014203998,ESP,0,19.7,0,0,0,25,19.7,44.7,19.7,0,0,0,0
ESP000077521665,ESP,0,0,0,0,0,39,43.5,82.5,0,43.5,0,0,43.5
ESP000038710967,ESP,0,8.6,0,0,0,22.3,8.6,30.9,8.6,0,0,0,0
ESP000038710971,ESP,0,0,0,0,0,13.3,6.9,20.2,0,6.9,0,0,6.9
ESP000038710976,ESP,0,0,0,0,0,19.4,20.6,40,0,20.6,0,0,20.6
ESP000048813772,ESP,0,0,0,0,0,4.7,4.9,9.6,0,4.9,0,0,4.9
ESP000048813798,ESP,0,30.9,0,0,0,6.3,30.9,37.2,30.9,0,0,0,0
ESP000048813785,ESP,0,19.9,0,0,0,38.2,19.9,58.1,19.9,0,0,0,0
ESP000086124102,ESP,0,0,0,0,0,14,23.3,37.3,0,23.3,0,0,23.3
ESP000086124114,ESP,0,0,0,0,0,13.1,22.6,35.7,0,22.6,0,0,22.6
ESP000086124105,ESP,0,0,0,0,0,16.9,52,68.9,0,52,0,0,52
ESP000073420522,ESP,14.7,36.2,0,0,0,28.7,87.7,116.4,50.9,36.8,14.7,0,51.5
ESP000073420509,ESP,15,5.6,0,0,14,22.6,52.7,75.3,34.6,18.1,29,4.3,47.1
ESP000073420520,ESP,0,0,0,0,0,10.2,20.3,30.5,0,20.3,0,0,20.3
ESP000010402875,ESP,0,0,0,0,0,16.5,34.3,50.8,0,34.3,0,0,34.3
ESP000010402903,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP000010402874,ESP,0,0,0,0,0,33.4,16.2,49.6,0,16.2,0,0,16.2
ESP000007102026,ESP,0,0,0,0,0,7.9,17,24.9,0,17,0,0,17
ESP000007102010,ESP,0,30.3,0,0,0,16.6,30.3,46.9,30.3,0,0,0,0
ESP000007102002,ESP,0,0,0,0,0,7.9,2.4,10.3,0,2.4,0,0,2.4
ESP000052814919,ESP,0,0,0,0,0,21,22.9,43.9,0,22.9,0,0,22.9
ESP000052814912,ESP,25.6,13.2,0,0,0,24.9,41,65.9,38.8,2.2,25.6,0,27.8
ESP000052814920,ESP,0,0,0,0,0,10,37.3,47.3,0,37.3,0,0,37.3
ESP000013403738,ESP,0,0,0,0,0,24.1,22.3,46.4,0,22.3,0,0,22.3
ESP000013403752,ESP,26.9,11.2,0,0,0,10.8,41.3,52.1,38.1,3.2,26.9,0,30.1
ESP000030508596,ESP,0,0,0,0,0,247.9,53.2,301.1,0,53.2,0,0,53.2
ESP000030508605,ESP,0,0,0,0,0,19.3,24.6,43.9,0,24.6,0,0,24.6
ESP000030508611,ESP,49.2,10,0,8,0,21.8,71.1,92.9,67.2,3.9,57.2,0,61.1
ESP000038110830,ESP,0,0,0,0,0,9.2,14.4,23.6,0,14.4,0,0,14.4
ESP000038110835,ESP,0,0,0,0,0,32.8,66.2,99,0,66.2,0,0,66.2
ESP000017604969,ESP,8.9,8,0,26.3,0,22.8,58.4,81.2,43.2,15.2,35.2,0,50.4
ESP000000300078,ESP,0,0,0,0,0,23.3,21.9,45.2,0,21.9,0,0,21.9
ESP000000300068,ESP,25.9,17,0,0,0,21.9,47.4,69.3,42.9,4.5,25.9,0,30.4
ESP000000300074,ESP,0,0,0,0,0,15.2,23.1,38.3,0,23.1,0,0,23.1
ESP000065918489,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP000065918485,ESP,0,0,0,0,0,35.4,49.1,84.5,0,49.1,0,0,49.1
ESP000065918488,ESP,0,0,0,0,0,40.7,30.6,71.3,0,30.6,0,0,30.6
ESP000044312491,ESP,0,0,0,0,0,7.3,5.6,12.9,0,5.6,0,0,5.6
ESP000044312493,ESP,0,0,0,0,0,26.4,42.8,69.2,0,42.8,0,0,42.8
ESP000055015504,ESP,0,0,0,0,0,13.2,8.5,21.7,0,8.5,0,0,8.5
ESP000055015520,ESP,0,17,0,0,0,20.5,23.8,44.3,17,6.8,0,0,6.8
ESP000055015505,ESP,0,13.8,0,0,0,14.8,13.8,28.6,13.8,0,0,0,0
ESP000055015532,ESP,20.5,9.8,0,0,0,19.8,31.7,51.5,30.3,1.4,20.5,0,21.9
ESP000057216170,ESP,31.9,12.4,0,0,0,12.4,47.2,59.6,44.3,2.9,31.9,0,34.8
ESP000041811859,ESP,13.4,10.1,0,0,0,14.6,28.4,43,23.5,4.9,13.4,0,18.3
ESP000041811840,ESP,0,17.8,0,0,0,20.9,17.8,38.7,17.8,0,0,0,0
ESP000041811861,ESP,2.8,5.1,0,6.9,0,6.1,16.5,22.6,14.8,1.7,9.7,0,11.4
ESP000041811855,ESP,42.3,0,22.3,0,0,16,66.4,82.4,64.6,1.8,42.3,11.2,88.7
ESP000004701347,ESP,0,0,0,0,0,27.5,17.2,44.7,0,17.2,0,0,17.2
ESP000004701350,ESP,0,0,0,0,0,32.1,14.1,46.2,0,14.1,0,0,14.1
ESP000004701337,ESP,0,0,0,0,0,7.5,42.3,49.8,0,42.3,0,0,42.3
ESP000032008974,ESP,0,0,0,0,0,9.2,9,18.2,0,9,0,0,9
ESP000032008988,ESP,19.9,10.5,0,0,0,13.9,32.7,46.6,30.4,2.3,19.9,0,22.2
ESP000046012990,ESP,0,0,0,0,0,32.6,22.7,55.3,0,22.7,0,0,22.7
ESP000046012978,ESP,0,0,0,0,0,36,14.8,50.8,0,14.8,0,0,14.8
ESP000046012981,ESP,0,0,0,0,0,18,7.8,25.8,0,7.8,0,0,7.8
ESP000010803019,ESP,30.4,13.7,0,15.6,0,9.4,63.6,73,59.7,3.9,46,0,49.9
ESP000010803026,ESP,0,0,0,0,0,17.3,54.6,71.9,0,54.6,0,0,54.6
ESP000010803001,ESP,6.4,7,0,0,23.8,19.5,41.8,61.3,37.2,4.6,30.2,5,34.8
ESP000007402066,ESP,33.6,8.8,0,21.4,0,15.5,90.8,106.3,63.8,27,55,0,82
ESP000007402087,ESP,8.4,21.8,0,37.7,0,20.2,72.6,92.8,67.9,4.7,46.1,0,50.8
ESP000013903894,ESP,19.7,6.4,0,9.1,0,10.2,40.7,50.9,35.2,5.5,28.8,0,34.3
ESP000013903904,ESP,24.5,0,0,0,0,11.2,39.8,51,24.5,15.3,24.5,0,39.8
ESP000013903888,ESP,4,6,0,24.8,0,6.1,42.6,48.7,34.8,7.8,28.8,0,36.6
ESP000050814369,ESP,0,11.9,0,0,0,21.6,36.1,57.7,11.9,24.2,0,0,24.2
ESP000050814362,ESP,0,0,0,0,0,33.4,17.8,51.2,0,17.8,0,0,17.8
ESP000050814358,ESP,0,0,0,0,0,10.9,5.2,16.1,0,5.2,0,0,5.2
ESP000057016114,ESP,6.5,10.1,0,37.4,0,21.3,60.8,82.1,54,6.8,43.9,0,50.7
ESP000057016128,ESP,7.7,5.2,0,6.7,0,32.3,31.3,63.6,19.6,11.7,14.4,0,26.1
ESP000057016112,ESP,0,14.4,0,0,0,17.9,14.4,32.3,14.4,0,0,0,0
ESP000057016120,ESP,0,0,0,0,0,22.7,20.7,43.4,0,20.7,0,0,20.7
ESP000082123051,ESP,0,0,0,0,0,23.9,23.9,47.8,0,23.9,0,0,23.9
ESP000066918724,ESP,0,0,0,0,0,22.3,32.1,54.4,0,32.1,0,0,32.1
ESP000066918715,ESP,11.7,13.7,0,0,11.5,15.1,63.9,79,36.9,27,23.2,4,50.2
ESP000066918719,ESP,0,0,0,0,0,12,20.7,32.7,0,20.7,0,0,20.7
ESP000066918717,ESP,0,0,0,0,0,14.7,20.8,35.5,0,20.8,0,0,20.8
ESP000079922393,ESP,0,21.5,0,0,0,22.9,21.5,44.4,21.5,0,0,0,0
ESP000079922391,ESP,0,28.7,0,0,0,13.7,28.7,42.4,28.7,0,0,0,0
ESP000007302047,ESP,20.5,10.4,0,0,0,22.8,33,55.8,30.9,2.1,20.5,0,22.6
ESP000051314472,ESP,0,0,0,0,0,19,29.2,48.2,0,29.2,0,0,29.2
ESP000025607270,ESP,0,12,0,0,0,26.1,12,38.1,12,0,0,0,0
ESP000025607269,ESP,0,0,0,0,0,13.4,5.2,18.6,0,5.2,0,0,5.2
ESP000025607271,ESP,0,0,0,0,0,20.1,31.9,52,0,31.9,0,0,31.9
ESP000025607278,ESP,0,0,0,0,0,16.2,0,16.2,0,0,0,0,0
ESP000040111380,ESP,0,0,0,0,0,22,14.5,36.5,0,14.5,0,0,14.5
ESP000040111370,ESP,30.4,0,0,0,0,23.4,47.9,71.3,30.4,17.5,30.4,0,47.9
ESP000040111376,ESP,0,41.2,0,0,0,11.6,41.2,52.8,41.2,0,0,0,0
ESP000040111375,ESP,0,15.4,0,0,0,15.7,15.4,31.1,15.4,0,0,0,0
ESP000042011899,ESP,0,0,0,0,0,19.4,8.5,27.9,0,8.5,0,0,8.5
ESP000042011909,ESP,12.9,14.4,0,0,0,58.5,28.3,86.8,27.3,1,12.9,0,13.9
ESP000006401803,ESP,0,40.1,0,0,0,23.6,40.1,63.7,40.1,0,0,0,0
ESP000006401811,ESP,19.8,7.7,0,0,0,8.1,29.6,37.7,27.5,2.1,19.8,0,21.9
ESP000029808411,ESP,8.7,25,0,0,0,21.3,51.3,72.6,33.7,17.6,8.7,0,26.3
ESP000029808413,ESP,8.1,5.1,0,15.1,0,26.4,33.1,59.5,28.3,4.8,23.2,0,28
ESP000011903296,ESP,0,0,0,0,0,8.9,26.6,35.5,0,26.6,0,0,26.6
ESP000011903307,ESP,4.7,0,0,0,0,30.3,20,50.3,4.7,15.3,4.7,0,20
ESP000011903323,ESP,7.8,17.2,0,17.3,0,21.7,44.6,66.3,42.3,2.3,25.1,0,27.4
ESP000057716341,ESP,0,23.3,0,0,0,22.4,23.3,45.7,23.3,0,0,0,0
ESP000057716335,ESP,0,0,0,0,0,15.3,52.2,67.5,0,52.2,0,0,52.2
ESP000076121260,ESP,0,61.7,0,0,0,10.5,61.7,72.2,61.7,0,0,0,0
ESP000076121262,ESP,0,0,0,0,0,2.5,16.2,18.7,0,16.2,0,0,16.2
ESP000036410341,ESP,20.5,0,0,0,0,17,73.2,90.2,20.5,52.7,20.5,0,73.2
ESP000036410340,ESP,0,0,0,0,0,27.4,7.2,34.6,0,7.2,0,0,7.2
ESP000036410339,ESP,0,39.7,0,0,0,8.9,39.7,48.6,39.7,0,0,0,0
ESP000033509464,ESP,0,26.3,0,0,0,12.7,26.3,39,26.3,0,0,0,0
ESP000033509463,ESP,0,0,28.8,0,0,11,28.8,39.8,28.8,0,0,8.4,57.6
ESP000033509449,ESP,0,32.7,0,0,0,25.5,32.7,58.2,32.7,0,0,0,0
ESP000008402326,ESP,0,0,0,0,0,39.2,15.5,54.7,0,15.5,0,0,15.5
ESP000008402342,ESP,0,0,0,0,0,14.5,25.5,40,0,25.5,0,0,25.5
ESP000024607024,ESP,0,0,0,0,0,8.7,59.3,68,0,59.3,0,0,59.3
ESP000024607039,ESP,20.9,4.7,0,0,0,14,27.1,41.1,25.6,1.5,20.9,0,22.4
ESP000024607045,ESP,0,0,0,0,0,8.8,12.2,21,0,12.2,0,0,12.2
ESP000027207711,ESP,0,10.5,0,0,0,9.3,71,80.3,10.5,60.5,0,0,60.5
ESP000027207693,ESP,6.2,6,0,19.2,0,23,36.5,59.5,31.4,5.1,25.4,0,30.5
ESP000027207701,ESP,9.8,0,0,0,0,18.7,58.8,77.5,9.8,49,9.8,0,58.8
ESP000060016988,ESP,5.2,12.9,0,24.8,0,9.4,45.2,54.6,42.9,2.3,30,0,32.3
ESP000060017006,ESP,12.1,0,0,0,0,28.5,32.1,60.6,12.1,20,12.1,0,32.1
ESP000060017002,ESP,0,0,0,0,0,17.6,37.3,54.9,0,37.3,0,0,37.3
ESP000030308534,ESP,4.5,8,0,7.4,0,15.4,21.8,37.2,19.9,1.9,11.9,0,13.8
ESP000003901104,ESP,0,0,0,0,0,10.3,17.5,27.8,0,17.5,0,0,17.5
ESP000003901114,ESP,0,32.1,0,0,0,23.8,32.1,55.9,32.1,0,0,0,0
ESP000027107683,ESP,9.2,9.1,0,0,0,13.4,33,46.4,18.3,14.7,9.2,0,23.9
ESP000027107677,ESP,0,0,0,0,0,32.2,38.2,70.4,0,38.2,0,0,38.2
ESP000027107686,ESP,0,43.3,0,0,0,21.3,43.3,64.6,43.3,0,0,0,0
ESP000024206893,ESP,19.4,0,0,0,0,36.2,41.9,78.1,19.4,22.5,19.4,0,41.9
ESP000024206905,ESP,9,8.2,0,0,0,16.1,47.3,63.4,17.2,30.1,9,0,39.1
ESP000023906827,ESP,0,0,0,0,0,15.1,8.4,23.5,0,8.4,0,0,8.4
ESP000023906804,ESP,12.6,8.5,0,0,0,18.8,22.3,41.1,21.1,1.2,12.6,0,13.8
ESP000061517355,ESP,0,0,0,0,0,26.7,11.6,38.3,0,11.6,0,0,11.6
ESP000061517362,ESP,5.1,6.9,0,11.1,0,20.7,32.7,53.4,23.1,9.6,16.2,0,25.8
ESP000028908165,ESP,0,15.2,0,0,0,26.3,15.2,41.5,15.2,0,0,0,0
ESP000028908160,ESP,0,44.6,0,0,0,7.3,44.6,51.9,44.6,0,0,0,0
ESP000028908164,ESP,0,0,0,0,0,17.1,23.6,40.7,0,23.6,0,0,23.6
ESP000045612858,ESP,22.7,0,0,0,0,19.2,78.7,97.9,22.7,56,22.7,0,78.7
ESP000045612862,ESP,41,17.5,0,0,0,26,74.3,100.3,58.5,15.8,41,0,56.8
ESP000045612860,ESP,0,0,0,0,0,17,36.6,53.6,0,36.6,0,0,36.6
ESP000045612864,ESP,0,29.5,0,0,0,17.3,29.5,46.8,29.5,0,0,0,0
ESP000021306029,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP000021306026,ESP,0,0,0,0,0,22.1,9.3,31.4,0,9.3,0,0,9.3
ESP000021306030,ESP,5,12.5,0,18.5,0,26.3,74.8,101.1,36,38.8,23.5,0,62.3
ESP000083923567,ESP,0,0,0,0,0,30.8,11,41.8,0,11,0,0,11
ESP000083923563,ESP,0,0,0,0,0,22.1,23.5,45.6,0,23.5,0,0,23.5
ESP000083923586,ESP,0,0,0,0,0,11.2,26.8,38,0,26.8,0,0,26.8
ESP000083923582,ESP,4.8,0,0,0,0,11.9,40.8,52.7,4.8,36,4.8,0,40.8
ESP000017104846,ESP,0,0,0,0,0,16.6,10.2,26.8,0,10.2,0,0,10.2
ESP000017104835,ESP,0,6.9,0,10.7,0,19,28.1,47.1,17.6,10.5,10.7,0,21.2
ESP000046113019,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP000014103948,ESP,0,0,0,0,0,9,96.5,105.5,0,96.5,0,0,96.5
ESP000014103966,ESP,0,15.6,0,0,0,21.8,15.6,37.4,15.6,0,0,0,0
ESP000014103959,ESP,19.1,10.8,0,0,0,10.3,31.6,41.9,29.9,1.7,19.1,0,20.8
ESP000081122752,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP000081122766,ESP,0,0,0,0,0,29.9,30.3,60.2,0,30.3,0,0,30.3
ESP000001300344,ESP,11.9,17.2,0,0,0,23.4,30.2,53.6,29.1,1.1,11.9,0,13
ESP000001300342,ESP,0,0,0,0,0,26,13.1,39.1,0,13.1,0,0,13.1
ESP000001300325,ESP,12.7,13.4,0,0,0,12.5,31.2,43.7,26.1,5.1,12.7,0,17.8
ESP000001300349,ESP,12.8,10.1,0,0,0,48.1,24.2,72.3,22.9,1.3,12.8,0,14.1
ESP000058116451,ESP,4.8,0,0,0,0,35.3,40.3,75.6,4.8,35.5,4.8,0,40.3
ESP000031808933,ESP,0,0,0,0,0,18.7,32.3,51,0,32.3,0,0,32.3
ESP000031808941,ESP,0,0,0,0,0,12.7,46.6,59.3,0,46.6,0,0,46.6
ESP000066818687,ESP,16.4,4.4,0,16.9,0,18,68.7,86.7,37.7,31,33.3,0,64.3
ESP000066818695,ESP,0,0,0,0,0,19,21.9,40.9,0,21.9,0,0,21.9
ESP000066818680,ESP,48.1,12.7,0,0,0,14.5,62.5,77,60.8,1.7,48.1,0,49.8
ESP000047213360,ESP,0,5.9,0,0,0,35.4,34.1,69.5,5.9,28.2,0,0,28.2
ESP000047213358,ESP,0,21.8,0,0,0,24,21.8,45.8,21.8,0,0,0,0
ESP000047213356,ESP,0,0,0,0,0,42.7,28.6,71.3,0,28.6,0,0,28.6
ESP000008102240,ESP,21.3,6,0,0,0,27.7,52.4,80.1,27.3,25.1,21.3,0,46.4
ESP000008102232,ESP,0,0,0,0,0,16.9,27.7,44.6,0,27.7,0,0,27.7
ESP000008102233,ESP,0,0,0,0,0,33.3,19.1,52.4,0,19.1,0,0,19.1
ESP000008102244,ESP,34,9,0,0,0,19.7,58.5,78.2,43,15.5,34,0,49.5
ESP000089325037,ESP,0,43,0,0,0,39.8,43,82.8,43,0,0,0,0
ESP000089325040,ESP,0,0,0,0,0,10.3,108.7,119,0,108.7,0,0,108.7
ESP000089325035,ESP,0,44.5,0,0,0,17.8,44.5,62.3,44.5,0,0,0,0
ESP000043112170,ESP,0,0,0,0,0,12.9,7.8,20.7,0,7.8,0,0,7.8
ESP000043112171,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP000043112167,ESP,17.8,0,0,0,0,25.8,37.6,63.4,17.8,19.8,17.8,0,37.6
ESP000006201760,ESP,0,45.7,0,0,0,22.5,45.7,68.2,45.7,0,0,0,0
ESP000006201751,ESP,8.5,0,0,0,0,8.5,27.5,36,8.5,19,8.5,0,27.5
ESP000006201753,ESP,0,0,0,0,0,10.5,13,23.5,0,13,0,0,13
ESP000024807081,ESP,0,0,0,0,0,9.5,20.1,29.6,0,20.1,0,0,20.1
ESP000024807101,ESP,0,0,0,0,0,17.5,20.2,37.7,0,20.2,0,0,20.2
ESP000024807086,ESP,0,22.2,0,0,0,28.6,22.2,50.8,22.2,0,0,0,0
ESP000075020953,ESP,9.1,0,0,0,0,44.1,87.4,131.5,9.1,78.3,9.1,0,87.4
ESP000075020958,ESP,23.1,8.9,0,0,0,10.5,65.4,75.9,32,33.4,23.1,0,56.5
ESP000016804759,ESP,0,0,0,0,0,12.8,19.3,32.1,0,19.3,0,0,19.3
ESP000016804749,ESP,0,11,0,0,0,24.4,32.2,56.6,11,21.2,0,0,21.2
ESP000016804758,ESP,11.5,3,0,16.3,0,26.5,36.6,63.1,30.8,5.8,27.8,0,33.6
ESP000076621412,ESP,0,0,0,0,0,33.3,18.5,51.8,0,18.5,0,0,18.5
ESP000076621399,ESP,0,0,0,0,0,25.6,15.3,40.9,0,15.3,0,0,15.3
ESP000076621394,ESP,43.2,9.8,0,0,0,29.6,56.3,85.9,53,3.3,43.2,0,46.5
ESP000076621409,ESP,19.4,0,0,0,0,17.1,35.7,52.8,19.4,16.3,19.4,0,35.7
ESP000027307719,ESP,0,0,0,0,0,24.9,24.8,49.7,0,24.8,0,0,24.8
ESP000027307716,ESP,0,0,0,0,0,16,44.7,60.7,0,44.7,0,0,44.7
ESP000065218297,ESP,0,0,0,0,0,26.4,28.5,54.9,0,28.5,0,0,28.5
ESP000065218298,ESP,14.7,0,0,0,0,22.4,54.9,77.3,14.7,40.2,14.7,0,54.9
ESP000065218304,ESP,24.6,0,0,0,0,9,51,60,24.6,26.4,24.6,0,51
ESP000065218300,ESP,3.5,2.9,0,40.7,0,5.9,51.4,57.3,47.1,4.3,44.2,0,48.5
ESP000075421042,ESP,0,0,0,0,0,17.7,18.9,36.6,0,18.9,0,0,18.9
ESP000075421047,ESP,0,0,0,0,0,25,12.1,37.1,0,12.1,0,0,12.1
ESP000010602942,ESP,0,0,0,0,0,12.1,18.4,30.5,0,18.4,0,0,18.4
ESP000010602959,ESP,0,0,0,0,0,22.1,62.6,84.7,0,62.6,0,0,62.6
ESP000010602963,ESP,0,0,0,0,0,19.8,11.6,31.4,0,11.6,0,0,11.6
ESP000082323092,ESP,0,20.6,0,0,0,30.6,20.6,51.2,20.6,0,0,0,0
ESP000082323118,ESP,0,0,0,0,0,12.1,6.6,18.7,0,6.6,0,0,6.6
ESP000082323119,ESP,24.8,57,0,0,0,30.2,83.5,113.7,81.8,1.7,24.8,0,26.5
ESP000081822968,ESP,0,22.1,0,0,0,26.5,22.1,48.6,22.1,0,0,0,0
ESP000081822950,ESP,0,0,0,0,0,16.7,35.8,52.5,0,35.8,0,0,35.8
ESP000081822970,ESP,4.1,7.8,0,20.9,0,18.5,36.6,55.1,32.8,3.8,25,0,28.8
ESP000034909904,ESP,34.9,0,0,0,0,11.6,49.8,61.4,34.9,14.9,34.9,0,49.8
ESP000034909906,ESP,0,0,0,0,0,3.5,6.4,9.9,0,6.4,0,0,6.4
ESP000057516262,ESP,8.4,6.9,0,44.4,0,13.9,66.1,80,59.7,6.4,52.8,0,59.2
ESP000057516282,ESP,6.6,4.8,0,47,0,17.4,65.5,82.9,58.4,7.1,53.6,0,60.7
ESP000057516286,ESP,0,0,0,0,0,38.7,21.9,60.6,0,21.9,0,0,21.9
ESP000012003346,ESP,0,11.6,0,0,0,12.8,11.6,24.4,11.6,0,0,0,0
ESP000012003360,ESP,0,0,0,0,0,7.1,30.2,37.3,0,30.2,0,0,30.2
ESP000012003335,ESP,0,0,0,0,0,19.6,17.4,37,0,17.4,0,0,17.4
